Nr;Mag;KBN;Nazwa art. 1;Nr fabr;Nazwa art. 2;StanDost;Wart;OstRez;Dost;NrProc;Suf;Poz;TOK;CDS;MA Erf.;
676;130;RMPSR04222;REDUKCJA      42x22 STEEL;391042022;STAL WĘGLOWA;2.000;;1160530;RMMA01;14200930;1;29000;STE;SCE;03513;
677;130;RLVS15KN;ZAWÓR RLV-S DN15 1/2" KĄTOWY;003L0123;ŚRUBUNEK POWROTNY GRZEJNIKOWY;1.000;;1150212;DACH10;14080850;1;1000;STC;SCC;03843;
678;130;TMGRKTXEG04;ELEMENT GRZEJNY TERMA SPLIT TS  400W;WETS104KD;L=345MM;1.000;;1151028;TEGD01;14149401;1;1000;GR4;GR4;03740;
679;130;TMGRTSA;TRÓJNIK 1/2"x1/2"x1/2"  SATYNA;WRT1C2SMA;.;1.000;;1151028;TEGD01;14149401;1;2000;GR4;GR4;03740;
680;130;ESSEDCWH;WIESZAK HAK ESSENTIALS CUBE;40511001;CHROM;2.000;;1161130;GRHE01;14262306;1;5000;SXA;SCA;03826;
681;130;ESSEDCUPR;UCHWYT PAPIERU ESSENTIALS CUBE REZERWOWY;40623001;CHROM;2.000;;1161130;GRHE01;14262306;1;6000;SXA;SCA;03826;
682;130;*ZKCZ;PKDK ZESTAW ZAWIESZEK DO KABINY KWADRA.;;(2X GÓRNE + 2X DOLNE);2.000;;1161028;GEWA01;14250015;1;1000;SXB;SCB;03648;
683;130;RMPSMP015;MUFA PRZESUWNA   15 STEEL;383015001;STAL WĘGLOWA;4.000;;1160609;RMMA01;14210183;1;11000;STE;SCE;03675;
684;130;#HWAN;WIESZAK NA RĘCZNIK SYS.100 HAK PODWÓJNY;1009003040;CHROM;1.000;;1161103;HEAR01;14238015;1;7000;SXB;SCB;03648;
685;130;*AFRC;MANOMETR KP100 0÷ 25MBAR 1/2";;PUSZKOWY KRÓCIEC TYLNY KL. 1.6;1.000;;1151116;AFCZ01;14145395;1;1000;SXC;SCC;03750;
686;130;*MBNB;TRZPIEŃ MOCUJĄCY 280MM;;;1.000;;1160125;MESS01;14164730;1;1000;SXE;SCE;03513;
687;130;#HUXX;USZCZELKA DOLNA KABINY PÓŁOKRĄGŁEJ 90;069729.034;JJ NA BRODZIKU MARANO;1.000;;1160414;HUPO01;14194897;1;1000;STX;STX;03648;
688;130;ABPM15;ZAWÓR REGUL. AB-PM 15    GZ   3/4";003Z1402;.;1.000;;1161103;DACH10;14242619;1;17000;STE;SCE;03675;
689;130;ABPMXADAPT;ADAPTER DO RURKI IMPULSOWEJ 3/8"-1/16";003L5042;.;1.000;;1161103;DACH10;14242619;1;18000;STE;SCE;03675;
690;130;TEMPSOFT740500;ZAWÓR UMYWALKOWY STOJĄCY TEMPOSOFT 2;740500;SAMOZAMYKAJĄCY CHROM;1.000;;1150914;DEWA01;14122100;1;6000;SXB;SCB;03740;
691;130;*TCK;PRZEPŁYWOMIERZ 0,5-3,5 L/MIN Z NYPLEM 1/;;2"x3/4" EURO TECEFLOOR;1.000;;1141209;TEST01;14066507;1;1000;STC;SCC;03748;
692;130;#MEI;ANODA MAGNEZOWA L=487MM;HUC05713;Cennik od 01.05.2016;1.000;;1161207;MELE01;14255927;1;1000;SXB;SCB;03740;
693;130;UPEZDS50063;ZŁĄCZKA DWUSTRONNA WIPEX  63x 5.8;1042981;ECOFLEX;2.000;;1161125;UPSO01;14252920;1;7000;STC;SCC;03510;
694;130;AGV16W;ZŁĄCZKA ZACISKOWA 3/4"GW/16x2.0MM DO RUR;1507935;WIELOWARSTWOWYCH (FAKTUROWAĆ 2 SZT.);2.000;;1161207;OVST01;14267614;1;2000;STE;SCE;03513;
695;130;WBP50BS;PIERŚCIEŃ Q&E NATURAL   50 ZE STOPEREM;1045489;PE-XA;4.000;;1160715;UPSO01;14221111;1;4000;SXC;SCC;03510;
696;130;WBZT40;ZŁĄCZKA PROSTA Q&E PPSU 40x40 PE-XA;1008673;;2.000;;1160715;UPSO01;14221111;1;12000;SXC;SCC;03510;
697;130;UPPZB050;ZASUWA BURZOWA DN 50 PP;20165;;1.000;;1150623;MALI01;14113150;1;1000;STE;SCE;03513;
698;130;CFTMN08;COSMOFLOOR ROZDZIELACZ CO TMN 8 OBW.;TMRCON8;1x1/2" MOSIĄDZ (NYPLE 1/2-3/4");1.000;;1150424;TOBI03;14097584;1;1000;STA;SCA;03826;
699;130;GEPEPL37261;PŁYTKA MONTAŻOWA OKRĄGŁA M10;362837261;;86.000;;1160819;GEWA01;14151415;1;48000;STE;SCE;03513;
700;130;#QQG;WODOMIERZ AQUARIUS V3 DN15 Q=1,6M3/H ZW.;;MID R100/50;L=110MM;30.000;;1161201;MICI01;14264625;1;3000;SXE;SCE;03513;
701;130;#XX;PRYSZNIC BEZPIECZEŃSTWA;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1150217;ELGD01;14081611;1;1000;SXA;SCA;03826;
702;130;#TMGR2;ZAWÓR ODCINAJĄCY TRÓJOSIOWY PRAWY CHROM;TGZOCR004;GZ 1/2";1.000;;1141022;TEGD01;14050761;1;2000;SXB;SCB;03332;
703;130;#QQKE;NYPEL SPIRO DN100;;UWAGA-KALK.OD C.ZAKUPU;15.000;;1150226;DEDO01;14085536;1;1000;SXB;SCB;03532;
704;130;#DZTI;ZAWÓR BALLOFIX Z KLUCZYKIEM 1/2";3399300000009;UWAGA-KALK.OD C.ZAKUPU;63.000;;1161122;DZDZ01;14252271;1;3000;STE;SCE;03513;
705;130;#DZTI;ZAWÓR BALLOFIX Z KLUCZYKIEM 3/4";3499300000009;UWAGA-KALK.OD C.ZAKUPU;63.000;;1161122;DZDZ01;14252271;1;4000;STE;SCE;03513;
706;130;#REH;UCHWYT Z30;11370751405;RURY I KSZTAŁTKI;9.000;;1151123;REPR02;14151315;1;21000;STA;SCA;03826;
707;130;#KRM;ŚRUBA M 16X120 DIN 933, A2;;UWAGA-KALK.OD C.ZAKUPU WPISZ KOD;80.000;;1160302;ESSZ01;14182030;1;72000;SH2;SHA;03630;
708;130;#KRM;NAKRĘTKA M 16 DIN 934, A4;;UWAGA-KALK.OD C.ZAKUPU WPISZ KOD;120.000;;1160224;ESSZ01;14182030;1;73000;SH2;SHA;03630;
709;130;#KRM;PODKŁADKA PŁASKA A 17 DIN 125, A2;;UWAGA-KALK.OD C.ZAKUPU WPISZ KOD;120.000;;1160302;ESSZ01;14182030;1;74000;SH2;SHA;03630;
710;130;#TCK;TERMOMETR TARCZOWY;77840005;77840005;1.000;;1161202;TEST01;14262324;1;2000;STE;SCE;03675;
711;130;BRX936972;ELEKTRODA JONIZACYJNA DO SGB 90-500;936972;;1.000;;1161028;BRRA01;14254991;1;2000;STE;SCE;03513;
712;130;MOLZSSCB;ZESTAW SZCZOTKI STOJĄCY MOLL;04969010100;CHROM/BIAŁY;1.000;;1150819;KEHE01;14125652;1;3000;STB;SCB;03675;
713;130;#BRXC;WYŚWIETLACZ ISR;811545;(Grupy rabatowe 42-105);1.000;;1141104;BRRA01;14054679;1;2000;SXE;SCE;03513;
714;130;CCKON338Y1;KONSOLA ŚCIENNA DO GRZEJNIKA SENIOR;103381;L= 65- 80MM (2 UCHWYTY + 2 WSPORNIKI);3.000;;1150410;WEVE01;14094786;1;13000;STC;SCC;03748;
715;130;BELLR24ASR;SIŁOWNIK BEZ SPRĘŻYNY LR24A-SR;LR24ASR;24V AC/DC 5NM ANALOGOWY;1.000;;1151222;BEWA01;14154712;1;10000;STC;SCC;03750;
716;130;#DTSO;DORNBRACHT MEM GŁOWICA OPEN CYPRUM;1012697049;CENNIK 2016 (OD 01.04.2016);1.000;;1160421;DOIS01;14186810;1;2000;STX;STX;03679;
717;130;#RFGR1;KAMIEŃ DO ZACISKARKI RĘCZNEJ 16;06959525;;1.000;;1161114;TWSZ01;14260607;1;1000;SXE;SCE;03675;
718;130;#BRXA;ELEKTRODA JONIAZACYJNA TRIOBLOC;949194;(Grupy rabatowe 1-20);1.000;;1161028;BRRA01;14252330;1;1000;STE;SCE;03675;
719;130;VRG138B;ZAWÓR VRG138 20-4.0 3xRN1;11603900;ZAWÓR MIESZAJĄCY 3 DROGOWY;1.000;;1150825;ESPO01;14128988;1;1000;SXB;SCB;03740;
720;130;*WADT;KOLANO Z WYCZYSTKĄ TURBO 110;;WADEX SPALINOWE;1.000;;1140325;WAWR01;13650971;1;8000;STE;SCE;03673;
721;130;HRE3040;ZAWÓR HRE3 DN 40 KVS 25.00 GW PN 6;065Z0421;MIESZAJĄCY 3-DROG. TMAX=110°C;1.000;;1150825;DACH10;14125064;1;1000;STA;SCA;03821;
722;130;SNPGL9035;ŁUK 90° DWUKIELICHOWY 35;110002A35;MIEDZIANY SANHAPRESS GAZ 10000 I 11000;2.000;;1160920;SALE01;14237312;1;2000;STE;SCE;03513;
723;130;VZC152206;ZAWÓR VZC152 DN20 2-P 230V G1    KVS 6;43061200;PRZEŁĄCZAJĄCY Z SIŁOWNIKIEM;1.000;;1150603;ESPO01;14108448;1;4000;STE;SCE;03678;
724;130;WHITEBAPWZU;PRZYŁĄCZE KĄTOWE WĘŻA Z UCHWYTEM WHITE;711901800025;VIGOUR CHROM;1.000;;1161103;OROL01;14256883;1;11000;STB;SCB;03680;
725;130;MC4021236P;CIEPŁOMIERZ MC 402 1/2"   0.6M3/H POWRÓT;402WXXXXX1236POW;110MM Z ŚRUBUN.I MID;34.000;;1161104;KAWA01;14254629;1;1000;STE;SCE;03513;
726;130;TURUI110160;USTNIK SPALINOWY IZOLOWANY TURBO 110/160;885160000;WADEX;1.000;;1140325;WAWR01;13374773;1;3000;STE;SCE;03513;
727;130;VWF1974PAK01;PAKIET VWF 197/4+VRC700;0010020469;POMPA CIEPŁA SOLANKA-WODA;1.000;;1161201;VAWA01;14243178;1;1000;STA;SCA;03826;
728;130;#TMGR4;GRZEJNIK ŁAZ.BONE 1260*500;WGBON126050KMGRZ8;KOLOR METALLIC GRAY;PODŁĄCZENIE Z8;1.000;;1161128;TEGD01;14261747;1;7000;STE;SCE;03513;
729;130;#TMGR4;GRZEJNIK ŁAZ.BONE 760*600;WGBON076060KMGRZ8;KOLOR METALLIC GRAY;PODŁĄCZENIE Z8;1.000;;1161128;TEGD01;14261747;1;8000;STE;SCE;03513;
730;130;TREG306SI;GRZAŁKA ELEKTRYCZNA TERMA REG 3.0  600W;WER3T06FSMAU;SILVER + TRÓJNIK;1.000;;1161128;TEGD01;14261747;1;9000;STE;SCE;03513;
731;130;TREG303SI;GRZAŁKA ELEKTRYCZNA TERMA REG 3.0  300W;WER3T03FSMAU;SILVER + TRÓJNIK;1.000;;1161128;TEGD01;14261747;1;10000;STE;SCE;03513;
732;130;#TMGR4;GRZEJNIK ŁAZ.AERO V 1500*325;WGARV150032KMSIZX;KOLOR METALLIC SILVER;PODŁĄCZENIE ZX;1.000;;1161130;TEGD01;14263788;1;1000;STB;SCB;03680;
733;130;TWVCH;WIESZAK PUNKTOWY VIP  CHROM  (2 SZT);TGWCR005;.;1.000;;1161130;TEGD01;14263788;1;5000;STB;SCB;03680;
734;130;#HA4;RECYFIX PRO 100, korytko typ 010, z;48645;rusztem prętowym żeliwnym C250 KTL;2.000;;1160517;HAPO01;14202746;1;1000;SH2;SHA;03630;
735;130;#HA4;RECYFIX PRO/NC 100, ścianka czołowa typ;47082;010, pełna, tworzywo;3.000;;1160517;HAPO01;14202746;1;2000;SH2;SHA;03630;
736;130;CONELOWM076050;CONEL WOOL OTULINA 76/50MM (21/2");119984;WEŁNA MINERALNA Z PŁASZCZEM Z FOLII ALUM;10.000;;1161031;IZCM02;14251438;1;3000;STE;SCE;03513;
737;130;CONELOWM064050;CONEL WOOL OTULINA 64/50MM (2");119978;WEŁNA MINERALNA Z PŁASZCZEM Z FOLII ALUM;25.000;;1161031;IZCM02;14251438;1;4000;STE;SCE;03513;
738;130;UCOSZMO14;SZYNA MOCUJĄCA U-PROFIL 14MM C/C50MM 2.5;1005498;M RHC;50.000;;1160404;UPSO01;14192606;1;3000;SXC;SCC;03727;
739;130;#XX;BATERIA UMYWALKA ONE;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1161021;BOBE01;14254683;1;1000;TMP;TMP;03332;
740;130;#XX;BATERIA WANNOWA ONE;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1161021;BOBE01;14254683;1;3000;TMP;TMP;03332;
741;130;#XX;BATERIA BIDETOWA ONE;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1161021;BOBE01;14254683;1;4000;TMP;TMP;03332;
742;130;#XX;WANNA AKRYL 160X70 ONE;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1161021;BOBE01;14254683;1;6000;TMP;TMP;03332;
743;130;#XX;BRODZIK AKRYL 90X90X6.5 ONE;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1161021;BOBE01;14254683;1;7000;TMP;TMP;03332;
744;130;#XX;UMYWALKA 60X45 ONE;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1161021;BOBE01;14254683;1;8000;TMP;TMP;03332;
745;130;#XX;MISKA WISZĄCA ONE;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1161021;BOBE01;14254683;1;9000;TMP;TMP;03332;
746;130;#XX;DESKA WOLNOOPADAJACA ONE;;UWAGA-KALK.OD C.ZAKUPU;1.000;;1161021;BOBE01;14254683;1;10000;TMP;TMP;03332;
747;130;SANOPROBNIK;PRÓBNIK NÓG I UCHWYTÓW SANITAONE;PROBNIK;;1.000;;1140116;ATBB01;13185312;1;1000;TMP;TMP;03531;
748;130;SANOSU80C;SZAFKA UMYWALKOWA SANITAONE 80x33x41;SANOSU80C;CZARNA TIP-ON (DO UMYWALKI COSIMA 80CM);1.000;;1140116;ATBB01;13185312;1;2000;TMP;TMP;03531;
749;130;SANOBUS110CNT;BLAT SANITAONE CZARNY 110x50x19;SANOBUS110CNT;TIP-ON NOGA TOCZONA UMYWALKA STAWIANA;1.000;;1140116;ATBB01;13185312;1;3000;TMP;TMP;03531;
750;130;CONELOPUK30044;CONEL PUR KOLANO 30/ 44MM (11/4");120281;;10.000;;1160616;IZCM02;14213609;1;2000;STC;SCC;03510;
751;130;CONELOPU30054;CONEL PUR OTULINA 30/ 54MM;112240506;;72.000;;1160621;IZCM02;14213609;1;4000;STC;SCC;03510;
752;130;*HUKN;ENJOY 4-KĄT DRZ.SKRZYDŁ.SEG.BOC 120/L;;H:2000 CHROM KLAR ANTI-PL;1.000;;1110923;HUPO01;9051093;1;1000;SXB;SCB;03676;
753;130;*HUKN;ENJOY 4-KĄT D.SKRZYDŁ 80/L;;H:2000 CHROM KLAR ANTI-PL;1.000;;1111220;HUPO01;9552295;1;1000;STX;STX;03648;
754;130;*HUKN;ENJOY 4-KĄT SW SWT FS 80/P;;H:2000 CHROM KLAR ANTI-PL;1.000;;1120419;HUPO01;10151693;1;2000;SXB;SCB;03332;
755;130;#HUKN;DRZWI DO WNĘKI ENJOY ELEGANCE W RAMIE;.HUKN;900X2000 PRAWE CHROM MAT AN-PLAQUE KLAR;1.000;;1141020;HUPO01;14054168;1;1000;STX;STX;03332;
756;130;#DKKN1;ŚCIANKA BOCZNA WOLNOSTOJĄCA LIBERO 4000;PE6WZ1200200SILA10P;1200X2000 SREBRNY MAT,PRZEZROCZYSTE;1.000;;1150317;DUBR01;14085506;1;3000;SXB;SCB;03332;
757;130;#HUKN;PARAWAN 501 NAWANNOWY 730;512401092321;SZKŁO CZYSTE PROFIL CHROM;1.000;;1140926;HUPO01;14039632;1;1000;TMP;TMP;03332;
758;130;*SSXXK;CZĘŚĆ ZAMIENNA SZYBA;;STAŁA - SZKŁO HARTOWANE;1.000;;1151117;SAST01;14088705;1;12100;STB;SCB;03675;
759;130;#DRAVC;DURAVIT BRODZIK DURAPLAN 80 MONTOWANY;720079000000000;W POSADZCE;1.000;;1150804;DUHO01;14121728;1;7100;STE;SCE;03648;
760;130;REKKR090SPA1A;KABINA KWADRATOWA REKORD 900x1850;PKDK90222003;SR.POŁYSK/SZKŁO SUWANA;1.000;;1161202;GEWA01;14138981;1;23000;STC;SCC;03727;
761;130;NIKEOW160;OBUDOWA WANNY NIKE 160;S401029;BIAŁA;1.000;;1151008;CEKI01;14140137;1;1000;SXC;SCC;03727;
762;130;NIKEOW70B;OBUDOWA WANNY NIKE 70 BOCZNA;S401031;BIAŁA;1.000;;1151008;CEKI01;14140137;1;2000;SXC;SCC;03727;
763;130;TDEX11264;GRZEJNIK DEXTER 1220x400 (487W);WGDEX122040K916SX;ŁAZIENKOWY BIAŁY;1.000;;1160201;TEGD01;14175259;1;1000;STX;STX;03648;
764;130;TZRODBI;ZAWÓR ODCINAJĄCY KĄTOWY GZ 1/2" BIAŁY;TGZOBI006;.;1.000;;1160201;TEGD01;14175259;1;3000;STX;STX;03648;
765;130;AURAEK509PSMA;KABINA 5-KĄT. 90x190 AURA ELEG. P.;401101087322;SREBR.MAT/KLAR ANTY-PL. SKRZ.(TYP963);1.000;;1161201;HUPO01;14263976;1;3000;STX;STX;03680;
766;130;#REHRV1;PIERŚCIEŃ USZCZELNIAJĄCY RAUTHERMEX;12979301001;126 DO OSŁONY MAŁEJ;2.000;;1140811;REPR02;14031595;1;2000;STE;SCE;03513;
767;130;#REHRV1;PIERŚCIEŃ USZCZELNIAJĄCY RAUTHERMEX;12979271001;111 DO OSŁONY MAŁEJ;8.000;;1140811;REPR02;14031595;1;1000;STE;SCE;03513;
768;130;ECN30R;UMYWALKA RYNNOWA SATURN 300X40CM PRAWA;2000057528;STAL SZLACHETNA JEDWABISTY MAT ECN30R;3.000;;1140611;AQLD02;14014161;1;1000;STC;SCC;03748;
769;130;ECN21L;UMYWALKA RYNN.SATURN ECN21L 2100x400x160;2000057522;L STAL;2.000;;1140611;AQLD02;14014161;1;2000;STC;SCC;03748;
770;130;#REHRV1;PIERŚCIEŃ USZCZELNIAJĄCY RAUTHERMEX;13510611001;162 DO OSŁONY DUŻEJ;8.000;;1140811;REPR02;14031595;1;3000;STE;SCE;03513;
771;130;#CN;GRZEJNIK COSMO-NOVA DK/C 900*1200 (2315W;CN;) OCYNKOWANY;1.000;;1080128;VNWA01;3253941;1;2000;TMP;TMP;03513;
772;130;#BX7;SZAFKA METALOWA ZAWIESZANA 25S-805-B/Z*;OF.NR.OS-3676/2015/SKR;*3000 MIX;2.000;;1151125;BOPI01;14154535;1;1000;TMP;TMP;03514;
773;130;TCGRWP16;RURA PEXC/AL/PEXC 16(17)x2.7 5M    WIELO;732216;W. SZTANGA  TECEFLEX;40.000;;1150126;TEST01;14076612;1;1000;STB;SCB;03740;
