Nr;Mag;KBN;Nazwa art. 1;Nr fabr;Nazwa art. 2;StanDost;Wart;OstRez;Dost;NrProc;Suf;Poz;TOK;CDS;MA Erf.;
302;130;HLWP310NPR;* WPUST PODŁOGOWY DN50/75/110PION KOŁN.;HL310NPR;ANTYZAPACH 123x123MM RUSZT NIERDZEWNY;1.000;;1161205;HLHI01;14266878;1;1000;STX;STX;03680;
303;130;HLWP510NPR;WPUST PODŁOGOWY DN40/50 POZ.PRIMUS RUSZT;HL510NPR;115x115 STAL SZLACH. Z BLOKADĄ ANTYZAP.;1.000;;1161205;HLHI01;14266878;1;2000;STX;STX;03680;
304;130;#MWE;ZACZEP SC 187680;187680;;200.000;;1140602;ERWR01;14017280;1;1000;STC;SCC;03748;
305;130;ECOSUBTNSC;BATERIA TERMOSTATYCZNA ECOSTAT UNIVERSAL;13122000;NATRYSKOWA ŚCIENNA CHROM;1.000;;1160205;HATA01;14169525;1;1000;SXC;SCC;03679;
306;130;UCP3RO103;ROZDZIELACZ 1" 3-OBW  Z NYPLAMI MOSIĄDZ;9994023;MP3;2.000;;1161003;UPSO01;14236819;1;1000;STA;SCA;03826;
307;130;GEMEKPZ2015;KOLANO PRZYŁ.DO ZBIOR.PODT.20x1/2"MEPLA;602276005;.;10.000;;1150505;GEWA01;14098360;1;18000;SXE;SCE;03513;
308;130;GEMETR503250;TRÓJNIK 50x32x50 MEPLA;626319005;.;5.000;;1150505;GEWA01;14098360;1;58000;SXE;SCE;03513;
309;130;#SN24;CZWÓRNIK DWUPŁASZCZYZNOWY 22X15;1241812215.1;;16.000;;1151005;SALE01;14138507;1;1000;STE;SCE;03678;
310;130;#SN24;CZWÓRNIK DWUPŁASZCZYZNOWY 15;124181151;;18.000;;1151005;SALE01;14138507;1;3000;STE;SCE;03678;
311;130;MC4021236P;CIEPŁOMIERZ MC 402 1/2"   0.6M3/H POWRÓT;402WXXXXX1236POW;110MM Z ŚRUBUN.I MID;1.000;;1161103;KAWA01;14242619;1;7000;STE;SCE;03675;
312;130;TISZZ2K80C084;ZAWÓR ZWROTNY DWUKLAP. DN80 C084;C0840080TIS;PN10-16 GG DYSK ST.NIERDZ. SS304;1.000;;1161129;TIOM01;14266402;1;4000;SXE;SCE;03675;
313;130;TISZAEA080;ZAWÓR ANTYSKAŻENIOWY DN80 TYP EA PN10/16;C0760080EATIS;KOŁNIERZOWY;1.000;;1161129;TIOM01;14266402;1;5000;SXE;SCE;03675;
314;130;RFTGW201520;TRÓJNIK ZACISKANY GW 20x1/2"x20;06013205;MOSIĄDZ TWEETOP;10.000;;1161110;TWSZ01;14259683;1;1000;STE;SCE;03675;
315;130;SOC40265;ZAWÓR ZWROTNY 402 DN 65 PN16;149B2283;TMAX=100°C GRZYBKOWY KOŁNIERZOWY   SOCLA;1.000;;1161122;DACH01;14260932;1;5000;STC;SCC;03510;
316;130;WADKASAD17;ADAPTER TURBO PROSTY 60/100-80/125;825080430;DO ARISTON GENUS PREM.EVO;1.000;;1160606;WAWR01;14209086;1;2000;STC;SCC;03510;
317;130;#HRZ5;REG.RÓŻNICY CIŚNIENIA TYP 4002 DN20;1400242;5-30KPA;5.000;;1140826;HEWI01;14031014;1;3000;STE;SCE;03675;
318;130;RMPSKZ088;KOŁNIERZ ZACISKOWY PN16 88.9 STEEL;393088000;STAL WĘGLOWA;2.000;;1160108;RMMA01;14163717;1;6000;STA;SCA;03826;
319;130;CCKON338Y1;KONSOLA ŚCIENNA DO GRZEJNIKA SENIOR;103381;L= 65- 80MM (2 UCHWYTY + 2 WSPORNIKI);5.000;;1150410;WEVE01;14094742;1;10000;STC;SCC;03748;
320;130;GEMSCZL21712;ZŁĄCZKA 66,7x2 1/2" GZ C-STAHL;21712;MAPRESS STAL WĘGLOWA;4.000;;1161130;GEWA01;14263298;1;1000;SXE;SCE;03513;
321;130;GAZMAG332;ZAWÓR KLAPOWY MAG-3 DN 32;MAG332;GAZEX;1.000;;1161129;GAWA01;14265831;1;1000;STB;SCB;03740;
322;130;GAZSL21;SYGNALIZATOR AKUSTYCZNO-OPTYCZNY SL-21;SL21;GAZEX;1.000;;1161129;GAWA01;14265831;1;3000;STB;SCB;03740;
323;130;SOC60140;ZAWÓR ZWROTNY 601 DN 40 11/2"GW PN10;149B2508;TMAX= 80°C GRZYBKOWY               SOCLA;2.000;;1131113;DACH01;13070617;1;8000;STE;SCE;03675;
324;130;BNCHR1520;REDUKCJA CHROMOWANA 1/2"x3/4";5901844423053;;3.000;;1160621;WAWA01;14209713;1;34000;SXB;SCB;03648;
325;130;SNPGL9035;ŁUK 90° DWUKIELICHOWY 35;110002A35;MIEDZIANY SANHAPRESS GAZ 10000 I 11000;1.000;;1160909;SALE01;14218489;1;3000;SXA;SCA;03821;
326;130;#OSCNA;ZESTAW ZAWOROWY DO INST.DWURUROWEJ;AZ1TP00GG00010A0;KĄTOWY;1.000;;1131114;VNWA01;13135494;1;1000;SXB;SCB;03747;
327;130;EA453DN65;ZAWÓR ANTYSKAŻENIOWY EA453  DN 65;149B3832;PN16 TMAX=65°C KOŁNIERZOWY         SOCLA;1.000;;1161122;DACH01;14260628;1;1000;STE;SCE;03513;
328;130;#BMEWS;PRZEDŁUŻKA DO WODOMIERZA DN.3/4" L=60MM;5907738164576;UWAGA-KALK.OD C.ZAKUPU;1.000;;1140723;BMTR01;14027950;1;5000;SH2;SHB;03630;
329;130;5090D12;KOLANO 90° DWUKIELICHOWE 12        CU;5090012000000;MIEDZIANE;10.000;;1140317;IBPO02;14000117;1;1000;SH2;SHA;03511;
330;130;#INS01;GRZAŁKA ELEKTRYCZNA HOT2 BIAŁA;INS01;S,ELECTRO,HEAT UP,BOUTIQUE;1.000;;1110923;IPWL01;9051171;1;1000;SXB;SCB;03676;
331;130;*WAD004;E-OSŁONA 300;;;1.000;;1080130;WAWR01;3263265;1;2000;TMP;TMP;03513;
332;130;*OV05;SAMOPRZYLEPNA SZYNA MOCUJĄCA DO RUR GRZE;1402581;JNYCH 16MM;100.000;;1080130;OVST01;3263265;1;5000;TMP;TMP;03513;
333;130;#DV10;KOLANO 80/125 90 ST;08510100;Cennik 18.05.2014;2.000;;1080130;VAWA01;3263265;1;19000;TMP;TMP;03513;
334;130;*VGSO;SYFON NATYNKOWY 11/4x32MM Z ŁUKIEM ODPŁ.;;MOSIĄDZ/CHROM;1.000;;1090306;VIWA01;4764297;1;2000;S99;S99;03823;
335;130;#RCCE7;MECHANIZM 3/6L HALL;;CENNIK 01.04.2016;1.000;;1110224;ROGW02;7987376;1;5000;TMP;TMP;03719;
336;130;#RCB2;BATERIA BIDETOWA MOAI;;CENNIK 01.02.2012;1.000;;1110224;ROGW02;7987376;1;6000;TMP;TMP;03719;
337;130;#XX;NATRYSK BEZPIECZEŃSTWA ZESTAW KOMBINOW.;;4260;2.000;;1110224;OCGD01;7987376;1;13000;TMP;TMP;03719;
338;130;*AFRA;ZAWÓR MIESZAJĄCY TERM. VTA272 GZ 1";;20÷40°C Kvs=3,6 DO OGRZEWANIA PODŁOG.;2.000;;1110224;AFCZ01;7987376;1;19000;TMP;TMP;03719;
339;130;*AFRA;TZM VTA 272 20-40°C GWINT ZEW. 1" KVS 3;;(478FL);2.000;;1110224;AFCZ01;7987376;1;21000;TMP;TMP;03719;
340;130;*AFRA;ZAWÓR MIESZAJĄCY TERM. VTA223 CPF 28MM;;20÷40°C Kvs=3,0;3.000;;1110224;AFCZ01;7987376;1;22000;TMP;TMP;03719;
341;130;*WADT;RURA WYLOTOWA SPALINOWA TURBO 110MM L=1M;;WADEX;5.000;;1111214;WAWR01;9520047;1;1000;TMP;TMP;03716;
342;130;*DA03A;PODWÓJNY KUREK KULOWY RLV-KS KĄTOWY 20;;3/4" NIKLOWANY;117.000;;1160125;DACH10;13002200;1;28000;STB;SCB;03740;
343;130;RFR14B;RURA PEXB/AL/PEXB 14x2.0 200M WIELOW.;TTB1014;TWEETOP;200.000;;1120626;TWSZ01;10495130;1;1000;STE;SCE;03513;
344;130;GEPEZS35001;ZESTAW UZUPEŁNIAJĄCY TARASOWY;359635001;.;5.000;;1150505;GEWA01;14098201;1;1000;STE;SCE;03513;
345;130;SWINGWP18080;WANNA PROSTOKĄTNA SWING 180x80;A220070001;STALOWA BIAŁA BEZ NÓG ANTYP. UCHWYT;1.000;;1161122;ZWGL01;14259228;1;1000;SXE;SCE;03675;
346;130;RCNWS1000;NOGI DO WANNY ROCA STALOWEJ PRZYKLEJANE;A291021000;.;1.000;;1161122;ZWGL01;14259228;1;2000;SXE;SCE;03675;
347;130;#REMF;SPRĘŻYNA DO CĘG;061029;;10.000;;1161116;REPR01;14261254;1;1000;STE;SCE;03675;
348;130;OD65E;FILTR DO WODY 21/2" SKOŚNY SIATKOWY;104120651610;ART 412 PN16 TMAX=120°C;2.000;;1161116;EFPO01;14259008;1;40000;STE;SCE;03513;
349;130;TCSIP242140;PRZYCISK TCAMBIA  PISUAR  BIAŁY ANTYBAKT;9242140;ERYJNY;1.000;;1151005;TEST01;14138981;1;2000;STC;SCC;03727;
350;130;BRXB956680;*USZCZELKA POKRYWY OTWORU REWIZYJNEGO DO;956680;BS 120/160 C;1.000;;1150924;BRRA01;14134817;1;1000;SXE;SCE;03513;
351;130;#BRXB;ADAPTER SPALINOWO-POWIETRZNY;998239;(Grupy rabatowe 21-41);1.000;;1150908;BRRA01;14121915;1;1000;STE;SCE;03678;
352;130;ZZM65;ZAWÓR ZWROTNY 21/2"Z MOSIĘŻNYM GRZYBKIEM;040200650000;PHA-020 PN8 TMAX=100°C;2.000;;1160613;PEPO02;14210592;1;1000;STE;SCE;03675;
353;130;RAINRNSS12;RĄCZKA NATRYSKOWA RAINDANCE SELECT S;26530000;120 3JET CHROM;1.000;;1161103;HATA01;14256972;1;2000;STB;SCB;03680;
354;130;RAINRNSS12;RĄCZKA NATRYSKOWA RAINDANCE SELECT S;26530000;120 3JET CHROM;1.000;;1161103;HATA01;14256972;1;4000;STB;SCB;03680;
355;130;FIXFEPWST;PRZYŁĄCZE WĘŻA FIXFIT E STOP Z ZAWOREM;27452000;ZWROTNYM Z ZAWOREM ODCINAJĄCYM CHROM;1.000;;1160620;HATA01;14209713;1;27000;SXB;SCB;03648;
356;130;VRG13150E;ZAWÓR VRG131 DN50 KVS=40.00 RP2;11603600;ZAWÓR MIESZAJĄCY 3 DROGOWY;1.000;;1150608;ESPO01;14109076;1;1000;STE;SCE;03513;
357;130;*GEXX;CZĘŚĆ ZAMIENNA GEBERIT 240501001;;;1.000;;1131029;GEWA01;13025370;1;1000;STX;STX;03648;
358;130;GEXX24050000;CZĘŚĆ ZAMIENNA GEBERIT 240500001;240500001;GNIAZDO ZAWORU SPUSTOWEGO;1.000;;1131029;GEWA01;13025370;1;2000;STX;STX;03648;
359;130;*GEXX;CZĘŚĆ ZAMIENNA GEBERIT 240282001;;;1.000;;1131029;GEWA01;13025370;1;3000;STX;STX;03648;
360;130;GEPERES090063;REDUKCJA HDPE CENTRYCZNA  90x 63;366570161;.;1.000;;1161206;GEWA01;14268439;1;34000;STC;SCC;03510;
361;130;#OV05;WKŁADKA M30X1,5 DO GRZEJNIKA VNH;1654398;CENNIK 01.01.2016;11.000;;1140821;OVST01;14035402;1;1000;STA;SCA;03826;
362;130;HGXXDP40418000;DOZOWNIK PŁYNU HANSGROHE BLATOWY;40418000;CHROM;1.000;;1161205;HATA01;14220847;1;4000;STE;SCE;03513;
363;130;RAKGP15;ZAWÓR RA-K DN15 1/2" PROSTY;013G3363;ZE ZŁĄCZKĄ, NAKRĘTKĄ I KOLANEM;5.000;;1150413;DACH10;14095229;1;1000;STA;SCA;03826;
364;130;RTDK20A;ZAWÓR ROZDZIELAJĄCY Z ODCIĘCIEM RA-K P;013G3367;SYSTEM 2-RUROWY PRZYŁĄCZE OD PODŁOGI;6.000;;1150413;DACH10;14095229;1;3000;STA;SCA;03826;
365;130;VGZO108519;ZAWÓR ODPŁYWOWY 11/2x70 Z KORKIEM,OGNIW.;108519;TWORZYWO/BIAŁY;2.000;;1151113;VIWA01;14150382;1;1000;SXB;SCB;03332;
366;130;VTA5321530;ZAWÓR VTA532 DN15 KVS=2.2 30-50°C G1+G3/;31641200;4 ZAWÓR MIESZAJĄCY TERMOSTATYCZNY;1.000;;1161117;ESPO01;14262324;1;1000;STE;SCE;03675;
367;130;JS40NK16ZB1;WODOMIERZ JS NK 16M3/H DN40 30°;614867010012;G2" 10L/IMP MASTER C+ R160;1.000;;1161014;POPO01;14093878;1;9000;STB;SCB;03740;
368;130;PURAVRN1SB;RĄCZKA NATRYSKOWA PURAVIDA 1JET;28558400;BIAŁY/CHROM;1.000;;1161205;HATA01;14265625;1;1000;STE;SCE;03513;
369;130;GEPEPL26261;PŁYTKA MONTAŻOWA PROSTOKĄTNA 1/2";362826261;.;4.000;;1140918;GEWA01;14039997;1;35000;STA;SCA;00001;
370;130;EDIT11KPP;KOSZYK POD PRYSZNIC EDITION 11 CHROM;11158010000;.;1.000;;1161201;KEHE01;14264784;1;1000;STX;STX;03681;
371;130;ZMS32;ZAWÓR KULOWY WODA 11/4 ZE SPUSTEM MUFOWY;100650322010;RĄCZKA ART65RU TMAX=80°C PN25;2.000;;1161005;EFPO01;14231826;1;38000;STE;SCE;03513;
372;130;#BRBA1;KABEL ZAPŁONOWY ENERGY KOMFORT;;H;2.000;;1141119;BABA01;14059240;1;1000;TMP;TMP;03740;
373;130;*WADT;ADAPTER TURBO ROZDZIELACZ II 60/100 2x80;;.;1.000;;1150921;WAWR01;14134798;1;2000;STE;SCE;03513;
374;130;WADTURADVA2;ADAPTER TURBO 60/100KN- 60/100NN Z ODSK.;834000290;TURBO MAG. VU/VUW TURBO TEC PRO/PLUS;1.000;;1150921;WAWR01;14134798;1;3000;STE;SCE;03513;
375;130;WBZGZ2520;ZŁĄCZKA Q&E GZ 25x3/4" MOSIĘŻNA PE-XA/RS;1047862;;5.000;;1150626;UPSO01;14114731;1;6000;STE;SCE;03513;
376;130;#WB;ZŁĄCZKA ŁĄCZĄCA PESZEL M7 25-28 MM;1062956;B1 RURY MP3,AKCES.RHC,PANELE,TABS 51%;4.000;;1150626;UPSO01;14114731;1;11000;STE;SCE;03513;
377;130;VR323;MODUŁ KASKADOWY VR 32/3 DO KOTŁÓW ZE;0020139895;ZŁĄCZEM E-BUS, DO ZABUDOWY W KOTLE.;1.000;;1161124;VAWA01;14262874;1;2000;STA;SCA;03826;
378;130;RECOVAIRG15;GRZAŁKA WSTĘPNA 1.5KW DLA VAR 360/4;0020180799;.;1.000;;1161124;VAWA01;14262874;1;3000;STA;SCA;03826;
379;130;GEPEKO90110;KOLANO HDPE 90° 110;367088161;;2.000;;1161028;GEWA01;14251724;1;7000;STA;SCA;03826;
380;130;RFZGW3225;ZŁĄCZKA ZACISKANA GW 32x1";06011329;MOSIĄDZ TWEETOP;10.000;;1140128;TWSZ01;13391275;1;64000;SXE;SCE;03747;
381;130;*ZKCZL;ODPŁYW Z POKRYWĄ CHROMOWANĄ, ROZETA;;Z TWORZYWA;1.000;;1151204;SKKO02;14162154;1;1000;SXB;SCB;03673;
382;130;#REMF;ZESTAW NAPRAWCZY PUSH;115030R;;2.000;;1161123;REPR01;14261254;1;2000;STE;SCE;03675;
383;130;RF802010006;MANOMETR RF80 D201  0÷  6.0BAR 1/2";85164201;TARCZOWY KRÓCIEC DOLNY;6.000;;1161129;AFCZ01;14265745;1;18000;STB;SCB;03740;
384;130;KXNW27192;NASADKA Z KRATKA SZCZELINOWĄ D=120;27192;DO WYKŁADZIN PODŁOGOWYCH;1.000;;1140402;KEWA01;14001990;1;1000;STA;SCA;03826;
